APTITUD_PI,NOM_DEP,NOM_PROV,NOM_DIST,SUPERFICIE_HA
AGRICOLA,HUANUCO,LEONCIO PRADO,LUYANDO,8723.879286
PECUARIO,CAJAMARCA,CHOTA,TACABAMBA,3598.113492
PROTECCION,JUNIN,HUANCAYO,CHACAPAMPA,35.703017
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,BELLAVISTA,8470.201518
AGRICOLA,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,24.74381674
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,79.5653251
PROTECCION,ANCASH,HUARI,HUARI,30294.72379
PROTECCION,ANCASH,SIHUAS,CASHAPAMPA,874.0501946
OTROS / SIN CLASIFICAR,PASCO,PASCO,VICCO,211.6743834
OTROS / SIN CLASIFICAR,HUANUCO,PACHITEA,CHAGLLA,60.69806751
PECUARIO,CAJAMARCA,SAN MARCOS,ICHOCAN,6.209365941
PROTECCION,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,58.41726921
PROTECCION,JUNIN,JAUJA,RICRAN,20697.61776
AGRICOLA,SAN MARTIN,LAMAS,LAMAS,32.21047197
PROTECCION,ANCASH,ANTONIO RAYMONDI,ACZO,4063.51334
AGRICOLA,JUNIN,JAUJA,SINCOS,960.05246
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,75.84303666
AGRICOLA,PASCO,OXAPAMPA,HUANCABAMBA,228.7553057
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,2351.87489
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,CAJAMARCA,24879.92879
PROTECCION,CAJAMARCA,SAN MARCOS,ICHOCAN,4977.90078
PECUARIO,CAJAMARCA,SAN MIGUEL,EL PRADO,1689.434413
AGRICOLA,SAN MARTIN,HUALLAGA,PISCOYACU,94.24117417
PROTECCION,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,7.641922989
AGRICOLA,CAJAMARCA,CHOTA,COCHABAMBA,8725.243
PROTECCION,CAJAMARCA,SANTA CRUZ,UTICYACU,3.811494809
PROTECCION,ANCASH,HUAYLAS,HUALLANCA,19513.13993
PROTECCION,HUANUCO,YAROWILCA,CHAVINILLO,12.29565727
PROTECCION,SAN MARTIN,TOCACHE,UCHIZA,10345.67774
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,CHINCHAO,15323.21625
PECUARIO,PASCO,PASCO,CHAUPIMARCA,1374.857365
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,EL TAMBO,69.81769485
AGRICOLA,JUNIN,CONCEPCION,CHAMBARA,1572.729335
PECUARIO,CAJAMARCA,SAN PABLO,SAN PABLO,10483.27571
PROTECCION,ANCASH,PALLASCA,LACABAMBA,666.4257855
PROTECCION,SAN MARTIN,SAN MARTIN,CHAZUTA,42317.84242
PECUARIO,HUANUCO,MARAÑON,SAN BUENAVENTURA,1885.902864
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,SUCRE,12227.58988
AGRICOLA,CAJAMARCA,CONTUMAZA,CHILETE,548.5441069
AGRICOLA,JUNIN,TARMA,PALCA,814.0471019
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,CHONTALI,20829.99422
AGRICOLA,SAN MARTIN,MOYOBAMBA,CALZADA,174.0539909
PROTECCION,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,16946.62742
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,14362.0746
PROTECCION,HUANUCO,HUANUCO,HUANUCO,5439.39833
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,AMARILIS,465.721842
AGRICOLA,CAJAMARCA,CELENDIN,CORTEGANA,7.661462718
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,MARGOS,20.32651636
PECUARIO,CAJAMARCA,CONTUMAZA,YONAN,13.41557388
AGRICOLA,JUNIN,JAUJA,APATA,2246.102236
AGRICOLA,ANCASH,CARHUAZ,CARHUAZ,1.310895713
FORESTAL PRODUCTIVO,PASCO,OXAPAMPA,HUANCABAMBA,23.93578814
AGRICOLA,CAJAMARCA,CAJAMARCA,CHETILLA,45.12871337
PROTECCION,PASCO,DANIEL ALCIDES CARRION,TAPUC,1094.567214
AGRICOLA,CAJAMARCA,CAJAMARCA,ASUNCION,49.04990435
PECUARIO,JUNIN,JAUJA,HUARIPAMPA,839.9727211
FORESTAL PRODUCTIVO,SAN MARTIN,LAMAS,CUÑUMBUQUI,18110.62219
AGRICOLA,SAN MARTIN,SAN MARTIN,MORALES,731.1070855
PECUARIO,JUNIN,CHANCHAMAYO,PERENE,2.45022E-10
AGRICOLA,HUANUCO,PUERTO INCA,CODO DEL POZUZO,142823.6196
FORESTAL PRODUCTIVO,ANCASH,HUARAZ,HUARAZ,11026.62425
AGRICOLA,MADRE DE DIOS,MANU,MADRE DE DIOS,140554.4261
PROTECCION,PASCO,OXAPAMPA,VILLA RICA,55419.52065
FORESTAL PRODUCTIVO,SAN MARTIN,PICOTA,PICOTA,19337.39664
OTROS / SIN CLASIFICAR,HUANUCO,HUACAYBAMBA,COCHABAMBA,0.476001136
PECUARIO,JUNIN,SATIPO,PAMPA HERMOSA,2951.439071
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,LLAMA,8736.691226
PECUARIO,JUNIN,JAUJA,YAUYOS,427.7414818
FORESTAL PRODUCTIVO,SAN MARTIN,LAMAS,ZAPATERO,17404.94161
AGRICOLA,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,14550.00038
AGRICOLA,ANCASH,OCROS,COCHAS,7244.383557
FORESTAL PRODUCTIVO,HUANUCO,PUERTO INCA,CODO DEL POZUZO,143575.1825
AGRICOLA,ANCASH,HUARMEY,COCHAPETI,2231.365584
OTROS / SIN CLASIFICAR,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,49.37093329
PROTECCION,JUNIN,CONCEPCION,MITO,980.1511095
FORESTAL PRODUCTIVO,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,3939.278901
AGRICOLA,JUNIN,JAUJA,LEONOR ORDOÑEZ,403.0756125
PROTECCION,ANCASH,AIJA,SUCCHA,7186.438746
PECUARIO,CAJAMARCA,SAN PABLO,SAN BERNARDINO,133.2847403
PROTECCION,SAN MARTIN,LAMAS,BARRANQUITA,24952.73223
PROTECCION,CAJAMARCA,CUTERVO,SANTA CRUZ,1351.726796
FORESTAL PRODUCTIVO,ANCASH,HUARI,SAN PEDRO DE CHANA,12532.80665
AGRICOLA,SAN MARTIN,LAMAS,RUMISAPA,4.706358425
FORESTAL PRODUCTIVO,SAN MARTIN,MOYOBAMBA,JEPELACIO,38265.83361
AGRICOLA,CAJAMARCA,CUTERVO,CUTERVO,12668.95378
PROTECCION,CAJAMARCA,SAN PABLO,TUMBADEN,2688.812019
PROTECCION,CAJAMARCA,HUALGAYOC,HUALGAYOC,3827.053555
OTROS / SIN CLASIFICAR,HUANUCO,MARAÑON,SAN BUENAVENTURA,28.01452829
PECUARIO,PASCO,PASCO,PAUCARTAMBO,6919.67038
FORESTAL PRODUCTIVO,HUANUCO,MARAÑON,HUACRACHUCO,9828.391403
PROTECCION,CAJAMARCA,JAEN,JAEN,30562.30576
PROTECCION,JUNIN,YAULI,SANTA ROSA DE SACCO,6546.278545
PROTECCION,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,895174.9316
PROTECCION,ANCASH,ASUNCION,CHACAS,39877.7326
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,CHINCHAO,88.42650674
FORESTAL PRODUCTIVO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,11465.11834
PROTECCION,JUNIN,CONCEPCION,HEROINAS TOLEDO,61.98867158
PROTECCION,SAN MARTIN,BELLAVISTA,BELLAVISTA,79.15834764
FORESTAL PRODUCTIVO,ANCASH,CARHUAZ,SHILLA,456.033844
PROTECCION,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,9589.524917
AGRICOLA,ANCASH,HUAYLAS,HUATA,1033.190594
AGRICOLA,MADRE DE DIOS,MANU,MANU,49078.67028
AGRICOLA,CAJAMARCA,CAJAMARCA,JESUS,5933.133622
PECUARIO,JUNIN,HUANCAYO,HUACRAPUQUIO,611.0582391
PROTECCION,JUNIN,JUNIN,ULCUMAYO,86131.55465
FORESTAL PRODUCTIVO,SAN MARTIN,MOYOBAMBA,HABANA,6798.137128
AGRICOLA,PASCO,OXAPAMPA,CHONTABAMBA,5775.293396
AGRICOLA,ANCASH,HUARMEY,CULEBRAS,3324.675648
FORESTAL PRODUCTIVO,ANCASH,HUARI,ANRA,5086.205838
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,PILLCO MARCA,436.4491067
PROTECCION,CAJAMARCA,SAN MIGUEL,BOLIVAR,6063.246731
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,3656.531055
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,SAÑO,19.4868735
OTROS / SIN CLASIFICAR,JUNIN,JAUJA,SAUSA,22.40042981
PROTECCION,JUNIN,YAULI,SUITUCANCHA,10700.92651
PECUARIO,ANCASH,RECUAY,CATAC,41679.94545
FORESTAL PRODUCTIVO,HUANUCO,HUACAYBAMBA,PINRA,1.701218824
PROTECCION,JUNIN,CHUPACA,SAN JUAN DE JARPA,1098.048587
OTROS / SIN CLASIFICAR,JUNIN,YAULI,PACCHA,155.181276
PROTECCION,CAJAMARCA,SAN MIGUEL,CATILLUC,34.07670707
PECUARIO,JUNIN,HUANCAYO,HUALHUAS,171.5694484
PROTECCION,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,84.60624086
PROTECCION,ANCASH,OCROS,OCROS,20807.1566
PECUARIO,HUANUCO,PUERTO INCA,YUYAPICHIS,0.000997255
PROTECCION,CAJAMARCA,HUALGAYOC,CHUGUR,8438.997681
PROTECCION,HUANUCO,HUANUCO,PILLCO MARCA,3235.423341
FORESTAL PRODUCTIVO,CAJAMARCA,SANTA CRUZ,UTICYACU,4312.448311
PROTECCION,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,12930.44246
PECUARIO,HUANUCO,HUANUCO,HUANUCO,4163.19758
PECUARIO,CAJAMARCA,JAEN,SALLIQUE,1220.791452
PROTECCION,HUANUCO,HUACAYBAMBA,PINRA,5130.896661
PROTECCION,MADRE DE DIOS,TAMBOPATA,INAMBARI,217843.3579
PECUARIO,PASCO,PASCO,SIMON BOLIVAR,30959.84716
FORESTAL PRODUCTIVO,JUNIN,SATIPO,PANGOA,63590.4481
AGRICOLA,ANCASH,YUNGAY,RANRAHIRCA,602.6713827
FORESTAL PRODUCTIVO,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,3.73623E-06
PROTECCION,HUANUCO,HUACAYBAMBA,COCHABAMBA,35695.35745
PROTECCION,JUNIN,JAUJA,CANCHAYLLO,81595.46478
PECUARIO,CAJAMARCA,SAN MIGUEL,NIEPOS,4251.789484
PROTECCION,ANCASH,SANTA,COISHCO,840.8610201
AGRICOLA,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,2023.709179
AGRICOLA,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,400.4794537
FORESTAL PRODUCTIVO,HUANUCO,PACHITEA,PANAO,38483.70199
PROTECCION,PASCO,PASCO,TICLACAYAN,67424.60385
PECUARIO,CAJAMARCA,SANTA CRUZ,CATACHE,18968.51722
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,CHUPURO,16.9890677
OTROS / SIN CLASIFICAR,JUNIN,SATIPO,RIO NEGRO,231.7989286
AGRICOLA,ANCASH,SIHUAS,SIHUAS,3503.708605
PECUARIO,MADRE DE DIOS,MANU,HUEPETUHE,2958.140324
PROTECCION,ANCASH,RECUAY,CATAC,58419.85057
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,CHAZUTA,52022.41607
PECUARIO,JUNIN,CONCEPCION,MITO,104.4658779
PECUARIO,JUNIN,HUANCAYO,QUICHUAY,2160.853236
OTROS / SIN CLASIFICAR,JUNIN,JAUJA,SINCOS,98.60126649
PROTECCION,JUNIN,CHUPACA,YANACANCHA,4545.361928
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,3143.918285
PECUARIO,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,3450.819567
AGRICOLA,SAN MARTIN,MARISCAL CACERES,HUICUNGO,835.8304435
FORESTAL PRODUCTIVO,JUNIN,JAUJA,MONOBAMBA,3483.018255
PROTECCION,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,53122.72377
OTROS / SIN CLASIFICAR,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,67.77066516
FORESTAL PRODUCTIVO,ANCASH,HUARI,HUACACHI,8382.267635
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,15952.12319
FORESTAL PRODUCTIVO,SAN MARTIN,MARISCAL CACERES,PACHIZA,124919.9632
PECUARIO,ANCASH,RECUAY,PAMPAS CHICO,69.05334345
PECUARIO,JUNIN,HUANCAYO,CHICCHE,4147.383781
PROTECCION,CAJAMARCA,CUTERVO,LA RAMADA,60.01309148
FORESTAL PRODUCTIVO,CAJAMARCA,CAJABAMBA,CACHACHI,15236.78651
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,HUANUCO,621.5283247
PECUARIO,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,6019.564058
AGRICOLA,CAJAMARCA,SAN MIGUEL,EL PRADO,7.201672491
PROTECCION,ANCASH,OCROS,CAJAMARQUILLA,7850.819109
PROTECCION,JUNIN,HUANCAYO,CHONGOS ALTO,15716.72491
PROTECCION,ANCASH,RECUAY,TAPACOCHA,7749.472653
PROTECCION,CAJAMARCA,CAJAMARCA,SAN JUAN,72.15027162
AGRICOLA,ANCASH,OCROS,SAN PEDRO,1890.657051
PROTECCION,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,9046.605997
FORESTAL PRODUCTIVO,ANCASH,YUNGAY,YANAMA,9753.248373
FORESTAL PRODUCTIVO,HUANUCO,PACHITEA,CHAGLLA,58315.24492
PROTECCION,SAN MARTIN,TOCACHE,NUEVO PROGRESO,384.6795668
PECUARIO,JUNIN,CHUPACA,CHUPACA,169.991585
PECUARIO,JUNIN,JAUJA,CURICACA,921.8624446
PROTECCION,SAN MARTIN,MARISCAL CACERES,JUANJUI,571.1862281
AGRICOLA,HUANUCO,HUANUCO,YARUMAYO,175.4253321
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,UTCO,110.2182208
AGRICOLA,ANCASH,POMABAMBA,POMABAMBA,367.5796065
AGRICOLA,CAJAMARCA,SANTA CRUZ,SEXI,363.0772357
PECUARIO,JUNIN,TARMA,HUASAHUASI,6446.470328
PECUARIO,JUNIN,JAUJA,MARCO,722.826928
PECUARIO,HUANUCO,LAURICOCHA,JESUS,73.12633177
AGRICOLA,HUANUCO,HUANUCO,MARGOS,1500.42509
AGRICOLA,HUANUCO,HUANUCO,PILLCO MARCA,1612.7344
AGRICOLA,JUNIN,CONCEPCION,MATAHUASI,2129.493095
PROTECCION,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,13514.30685
PROTECCION,ANCASH,HUARAZ,COLCABAMBA,4954.525799
AGRICOLA,JUNIN,TARMA,SAN PEDRO DE CAJAS,82.10297365
PROTECCION,ANCASH,PALLASCA,PALLASCA,525.4962867
PECUARIO,JUNIN,JAUJA,LLOCLLAPAMPA,3501.782993
AGRICOLA,ANCASH,HUARAZ,PARIACOTO,443.6453997
FORESTAL PRODUCTIVO,CAJAMARCA,SANTA CRUZ,YAUYUCAN,3365.553756
PECUARIO,CAJAMARCA,CHOTA,CHIGUIRIP,1416.619162
PROTECCION,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,1875.051179
PECUARIO,JUNIN,HUANCAYO,PARIAHUANCA,2689.956591
AGRICOLA,CAJAMARCA,CHOTA,ANGUIA,2043.37192
PROTECCION,ANCASH,BOLOGNESI,AQUIA,43682.89811
PROTECCION,JUNIN,TARMA,HUARICOLCA,5684.621511
AGRICOLA,ANCASH,HUARAZ,PIRA,4386.037362
FORESTAL PRODUCTIVO,SAN MARTIN,LAMAS,PINTO RECODO,32469.23812
PROTECCION,ANCASH,PALLASCA,HUANDOVAL,6527.58925
PROTECCION,ANCASH,CARHUAZ,YUNGAR,2575.17768
AGRICOLA,CAJAMARCA,CHOTA,CHADIN,47.21411024
PECUARIO,JUNIN,HUANCAYO,COLCA,4175.864569
PROTECCION,JUNIN,HUANCAYO,HUACRAPUQUIO,1195.087485
AGRICOLA,CAJAMARCA,SAN MIGUEL,NIEPOS,78.57756304
PROTECCION,ANCASH,OCROS,CONGAS,8034.16533
FORESTAL PRODUCTIVO,ANCASH,RECUAY,MARCA,414.5098568
AGRICOLA,JUNIN,JUNIN,JUNIN,467.7101378
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,CHIPURANA,27403.25917
PECUARIO,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,154.1161248
AGRICOLA,CAJAMARCA,HUALGAYOC,BAMBAMARCA,10935.79302
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,JUAN GUERRA,18517.98493
PROTECCION,CAJAMARCA,CAJAMARCA,MATARA,355.0965039
PROTECCION,ANCASH,SIHUAS,HUAYLLABAMBA,20099.60145
FORESTAL PRODUCTIVO,PASCO,OXAPAMPA,PUERTO BERMUDEZ,106567.5227
AGRICOLA,ANCASH,SIHUAS,CASHAPAMPA,6084.602433
FORESTAL PRODUCTIVO,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,9198.463143
PROTECCION,ANCASH,HUARAZ,OLLEROS,20538.26555
FORESTAL PRODUCTIVO,HUANUCO,AMBO,CONCHAMARCA,10.88418196
PECUARIO,JUNIN,HUANCAYO,QUILCAS,11457.10556
PECUARIO,HUANUCO,HUACAYBAMBA,CANCHABAMBA,135.7840561
FORESTAL PRODUCTIVO,MADRE DE DIOS,MANU,FITZCARRALD,129353.3764
OTROS / SIN CLASIFICAR,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,16.49427094
PROTECCION,ANCASH,HUAYLAS,PUEBLO LIBRE,11638.32882
AGRICOLA,CAJAMARCA,JAEN,BELLAVISTA,40869.43591
PROTECCION,JUNIN,YAULI,PACCHA,27757.05123
PROTECCION,SAN MARTIN,PICOTA,BUENOS AIRES,74.16025149
FORESTAL PRODUCTIVO,SAN MARTIN,TOCACHE,NUEVO PROGRESO,80200.07852
FORESTAL PRODUCTIVO,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,210579.2768
AGRICOLA,ANCASH,SANTA,NUEVO CHIMBOTE,7812.59367
AGRICOLA,CAJAMARCA,SAN MIGUEL,TONGOD,8.636866693
AGRICOLA,JUNIN,JAUJA,JULCAN,636.1852086
AGRICOLA,ANCASH,AIJA,AIJA,2943.283347
PECUARIO,CAJAMARCA,JAEN,CHONTALI,1324.576889
AGRICOLA,ANCASH,YUNGAY,CASCAPARA,73.9200149
FORESTAL PRODUCTIVO,HUANUCO,PUERTO INCA,HONORIA,2947.07671
PROTECCION,HUANUCO,PACHITEA,PANAO,56917.91838
AGRICOLA,JUNIN,CONCEPCION,MANZANARES,296.2526909
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,PAPAPLAYA,96818.6726
FORESTAL PRODUCTIVO,HUANUCO,YAROWILCA,JACAS CHICO,13.49842824
PROTECCION,ANCASH,YUNGAY,CASCAPARA,13619.42136
AGRICOLA,CAJAMARCA,CAJAMARCA,MAGDALENA,762.6867181
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,HUANCAN,37.96840097
PROTECCION,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,4559.719799
PECUARIO,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,4.97253E-05
PROTECCION,SAN MARTIN,LAMAS,PINTO RECODO,23405.05721
FORESTAL PRODUCTIVO,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,3064.99073
PECUARIO,JUNIN,JAUJA,MUQUI,121.7764146
FORESTAL PRODUCTIVO,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,1065.644184
PECUARIO,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,16962.95195
PECUARIO,JUNIN,HUANCAYO,HUAYUCACHI,293.9978309
PECUARIO,PASCO,OXAPAMPA,VILLA RICA,3027.089105
PECUARIO,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,108.6509393
PROTECCION,JUNIN,JAUJA,MUQUIYAUYO,328.3186506
PECUARIO,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,898.3613162
AGRICOLA,JUNIN,JAUJA,YAUYOS,1469.670358
PROTECCION,SAN MARTIN,EL DORADO,AGUA BLANCA,54.24663533
PECUARIO,JUNIN,JAUJA,RICRAN,11219.1003
PECUARIO,HUANUCO,HUANUCO,CHINCHAO,7803.570116
AGRICOLA,ANCASH,HUARMEY,HUAYAN,905.1296966
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,PILLCO MARCA,1179.456479
PROTECCION,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,20.82619266
FORESTAL PRODUCTIVO,HUANUCO,PACHITEA,UMARI,1003.293677
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,PILCOMAYO,55.16566826
AGRICOLA,SAN MARTIN,SAN MARTIN,EL PORVENIR,1302.327751
PROTECCION,CAJAMARCA,CHOTA,LAJAS,449.0728123
PROTECCION,JUNIN,HUANCAYO,HUANCAYO,14589.32294
AGRICOLA,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,87.82668067
PECUARIO,PASCO,OXAPAMPA,POZUZO,21.42179255
AGRICOLA,CAJAMARCA,JAEN,PUCARA,1283.94117
AGRICOLA,JUNIN,JAUJA,PACCHA,693.0972398
OTROS / SIN CLASIFICAR,HUANUCO,PUERTO INCA,HONORIA,1968.199513
PECUARIO,CAJAMARCA,CAJABAMBA,CONDEBAMBA,2621.726427
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,HUACRAPUQUIO,0.126475296
FORESTAL PRODUCTIVO,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,83.00933904
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,CATILLUC,5994.077963
PECUARIO,HUANUCO,YAROWILCA,CHORAS,13.21334143
AGRICOLA,ANCASH,RECUAY,COTAPARACO,2346.701678
OTROS / SIN CLASIFICAR,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,407.2171514
PROTECCION,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,3362.888201
PROTECCION,HUANUCO,AMBO,CONCHAMARCA,1206.131439
PROTECCION,ANCASH,SIHUAS,SICSIBAMBA,1330.894465
FORESTAL PRODUCTIVO,CAJAMARCA,CONTUMAZA,YONAN,23707.61685
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,HUASMIN,6927.284685
FORESTAL PRODUCTIVO,HUANUCO,LEONCIO PRADO,PUCAYACU,23923.86791
PROTECCION,ANCASH,CORONGO,BAMBAS,15041.0722
AGRICOLA,JUNIN,CHUPACA,AHUAC,1687.017904
PECUARIO,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,3421.81797
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,LLAPA,2135.102619
